535001,28078726
536001,28433015
537001,28551901
538001,26860962
539001,29441063
540001,25818807
541001,28502632
542001,28657390
543001,28931766
544001,28277836
545001,30489487
546001,27447829
547001,28184986
548001,27423655
549001,27107204
550001,35109557
551001,29355056
552001,34151966
553001,35456689
554001,29436717
555001,29822552
556001,27544182
557001,28563305
558001,31235973
559001,29073663
560001,28408118
561001,28672439
562001,29916268
563001,26713326
564001,28316541
565001,29379310
566001,27597425
567001,29890818
568001,29247614
569001,27769508
570001,29277255
571001,28949524
572001,28729200
573001,29653931
574001,28896845
575001,27833721
576001,33268978
577001,27784968
578001,30372252
579001,31722193
580001,34658937
581001,31556361
582001,29042954
583001,33366925
584001,33951941
585001,31191483
586001,32427648
587001,30598280
588001,31953560
589001,30222942
590001,31943517
591001,31062904
592001,33118900
593001,29768300
594001,31004084
595001,30903003
596001,29990872
597001,30092192
598001,30643227
599001,30959330
600001,30742750
601001,31396859
602001,30173144
603001,31884701
604001,31074109
605001,35241980
606001,33038717
607001,30818914
608001,31316444
609001,33451844
610001,42186380
611001,34453017
612001,38907256
613001,38000391
614001,36132768
615001,34303932
616001,34804568
617001,37302148
618001,39472400
619001,38832212
620001,36067041
621001,41802141
622001,34124516
623001,41899788
624001,40189544
625001,38464841
626001,40189861
627001,42483320
628001,33690883
629001,35909950
630001,36626198
631001,36521586
632001,36426304
633001,35474375
634001,33394309
635001,33639615
636001,32885519
637001,31220860
638001,31573990
639001,31010103
640001,35066383
641001,36288555
642001,36578499
643001,35124661
644001,31090849
645001,29845866
646001,32494519
647001,35129011
648001,30558794
649001,32008979
650001,30773004
651001,33060469
652001,30909988
653001,32140101
654001,31710009
655001,31625198
656001,31156084
657001,32232671
658001,30853341
659001,28705420
660001,29887276
661001,29912573
662001,27713624
663001,31069804
664001,27623336
665001,29163849
666001,30132965
667001,29079931
668001,27797190
669001,30829148
670001,29886804
671001,29469040
672001,28255349
673001,28446851
674001,30017270
675001,28872090
676001,28517089
677001,27732003
678001,29511941
679001,27362096
680001,28650384
681001,30298451
682001,29236848
683001,27887978
684001,30234936
685001,29800040
686001,29605384
687001,28865123
688001,28780284
689001,28677497
690001,29128397
691001,30572385
692001,29782095
693001,28821958
694001,29759058
695001,29588041
696001,30164714
697001,30544239
698001,30159336
699001,30377731
700001,31767802
701001,30066896
702001,30760797
703001,29490470
704001,29649887
705001,31760879
706001,30198621
707001,29162736
708001,28474839
709001,29204092
710001,30046952
711001,32059846
712001,31088468
713001,30823538
714001,33561670
715001,30777646
716001,29692317
717001,29585211
718001,30800304
719001,32517580
720001,30903420
721001,38826282
722001,33634606
723001,33574150
724001,32451019
725001,34260221
726001,32071257
727001,34078317
728001,33331355
729001,30731950
730001,31175281
731001,30194763
732001,31823818
733001,30523789
734001,31659106
735001,30885820
736001,31142795
737001,31846264
738001,31999541
739001,33422942
740001,31451572
741001,32585346
742001,31562927
743001,32266112
744001,29608085
745001,32405846
746001,31573097
747001,31272204
748001,33337574
749001,32773761
750001,34555883
751001,34173891
752001,35577804
753001,34127209
754001,31894353
755001,30671959
756001,33093762
757001,32271547
758001,31578856
759001,32245151
760001,32366973
761001,31722354
762001,30625443
763001,29303882
764001,33634528
765001,32636285
766001,32331582
767001,33458075
768001,33301826
769001,32015493
770001,31855475
771001,31243120
772001,31351621
773001,31361761
774001,30647888
775001,31268464
776001,33855961
777001,33608072
778001,32304138
779001,32649364
780001,32575260
781001,34239943
782001,34193218
783001,34267085
784001,33934816
785001,34055332
786001,31687634
787001,32452752
788001,35929225
789001,32859165
790001,33091795
791001,33557646
792001,33865025
793001,33455775
794001,34790734
795001,36463716
796001,34273494
797001,33991215
798001,33918336
799001,33374638
800001,33480490
801001,35150209
802001,33041203
803001,33521713
804001,29082269
805001,34062884
806001,33173884
807001,33663294
808001,34078576
809001,34371701
810001,35826649
811001,36801875
812001,34406168
813001,34871768
814001,36502018
815001,35020718
816001,35683121
817001,38021966
818001,37140618
819001,36450963
820001,44096066
821001,36708935
822001,38092252
823001,38659939
824001,39083028
825001,35695994
826001,36817747
827001,36997578
828001,37730512
829001,37281187
830001,36373283
831001,37735653
832001,37068707
833001,34582024
834001,36189247
835001,37056020
836001,35797408
837001,35991960
838001,36637214
839001,35200488
840001,35953328
841001,35394353
842001,36242122
843001,35005176
844001,36791982
845001,36981100
846001,36263609
847001,35186904
848001,36691823
849001,35509799
850001,36140345
851001,35578371
852001,36459583
853001,35747399
854001,38575621
855001,36021522
856001,37639642
857001,35084721
858001,36323837
859001,38113195
860001,36640738
861001,35094615
862001,36381405
863001,37353724
864001,37777806
865001,34516876
866001,36018802
867001,36684271
868001,41323934
869001,38994706
870001,39657963
871001,44254241
872001,41593436
873001,44059990
874001,38735816
875001,39522146
876001,40608122
877001,37653705
878001,39436226
879001,38352518
880001,40138615
881001,40992096
882001,41248408
883001,39568090
884001,38914562
885001,38205376
886001,42570990
887001,37368641
888001,39643408
889001,40906712
890001,41057691
891001,39278890
892001,39200605
893001,40682014
894001,38744146
895001,38619400
896001,39268877
897001,40045058
898001,38815521
899001,39998735
900001,40790751
901001,44053572
902001,46342681
903001,43266370
904001,42185628
905001,44677338
906001,48995507
907001,43345430
908001,41114763
909001,41655030
910001,39803110
911001,41124315
912001,47048208
913001,41321154
914001,41078365
915001,39586939
916001,42100547
917001,40226914
918001,40148044
919001,43791493
920001,41114673
921001,41266270
922001,41455884
923001,39742557
924001,40758289
925001,38739641
926001,39134729
927001,41094827
928001,40969107
929001,40908017
930001,42775693
931001,42861172
932001,40112218
933001,42569653
934001,39404952
935001,39493086
936001,41147298
937001,39700056
938001,39747610
939001,40055324
940001,41268078
941001,42946091
942001,40858149
943001,41309883
944001,43774978
945001,42850190
946001,43194050
947001,42067390
948001,41794709
949001,42929290
950001,41590332
951001,42636075
952001,56960411
953001,46409326
954001,48907509
955001,49962192
956001,44845887
957001,44255455
958001,45602076
959001,45050322
960001,41806789
961001,43924771
962001,43804206
963001,41348546
964001,42290662
965001,40586824
966001,41449544
967001,42665999
968001,43763054
969001,43329417
970001,42172046
971001,44524238
972001,42122485
973001,41919432
974001,46974416
975001,42659485
976001,43020063
977001,41992516
978001,43204396
979001,48624701
980001,42780129
981001,44324396
982001,41103451
983001,43944710
984001,42562408
985001,45850688
986001,43156017
987001,43552478
988001,45197068
989001,43059325
990001,45693270
991001,46656707
992001,42032495
993001,45167342
994001,44446976
995001,40497706
996001,44602365
997001,42174182
998001,42450765
999001,43433295
