1,173
1001,81066
2001,160629
3001,224979
4001,285022
5001,353814
6001,383499
7001,428499
8001,712694
9001,598770
10001,671189
11001,730380
12001,816206
13001,806319
14001,949679
15001,971732
16001,940047
17001,1153102
18001,1386349
19001,1333689
20001,1463944
21001,1526429
22001,1700334
23001,1497165
24001,1641066
25001,1826753
26001,1725675
27001,2007605
28001,1858520
29001,2011822
30001,1882810
31001,1962518
32001,1739057
33001,2161262
34001,2309502
35001,2322179
36001,2289084
37001,2385337
38001,2622431
39001,2538353
40001,2596921
41001,2441273
42001,2717400
43001,2927972
44001,3068610
45001,2970086
46001,3400191
47001,3399788
48001,3046651
49001,3161086
50001,2850418
51001,3272891
52001,3463920
53001,3573278
54001,3483990
55001,3493848
56001,3819524
57001,3813159
58001,3760720
59001,3906166
60001,3924730
61001,4345894
62001,4467735
63001,4200763
64001,4614816
65001,4705953
66001,5112822
67001,4735495
68001,4709699
69001,4940797
70001,5265859
71001,5007088
72001,4902124
73001,5592641
74001,5053942
75001,5631089
76001,5792650
77001,5857532
78001,5908250
79001,5973315
80001,5910103
81001,5709930
82001,5937362
83001,6141774
84001,5800670
85001,5427238
86001,5549399
87001,5928496
88001,6175761
89001,5420559
90001,5345824
91001,5832512
92001,6985035
93001,6812089
94001,6936180
95001,5968244
96001,6298473
97001,6413329
98001,6760938
99001,7417183
100001,7382533
101001,7567561
102001,6950208
103001,5957407
104001,7087839
105001,6977154
106001,7113957
107001,6562943
108001,6815979
109001,6571622
110001,7303716
111001,7329094
112001,7183220
113001,6803285
114001,7421785
115001,7552516
116001,8017475
117001,7520968
118001,6863430
119001,6824975
120001,7389523
121001,7825124
122001,7360995
123001,7717673
124001,7033778
125001,8115593
126001,8302210
127001,8011054
128001,8372952
129001,7415542
130001,7151469
131001,7191396
132001,7528774
133001,8666837
134001,8756557
135001,7871291
136001,7724923
137001,8530857
138001,8521467
139001,9106289
140001,9683803
141001,10526012
142001,10581701
143001,10369584
144001,8490486
145001,7972014
146001,8345161
147001,8615891
148001,9791001
149001,9642104
150001,9211298
151001,9132808
152001,8943146
153001,9407348
154001,9720519
155001,9129238
156001,8626987
157001,7970190
158001,8565756
159001,8756995
160001,9786403
161001,8350768
162001,8335258
163001,9185042
164001,10820219
165001,10222912
166001,10861444
167001,9925123
168001,7953746
169001,9974546
170001,10842238
171001,8813176
172001,8514387
173001,10055311
174001,9276912
175001,10437824
176001,9830354
177001,10526812
178001,9198592
179001,10369971
180001,8564970
181001,8388004
182001,8392669
183001,8235078
184001,8939264
185001,9366460
186001,8698305
187001,8572221
188001,8491955
189001,8629793
190001,8674599
191001,9084563
192001,10052326
193001,9492191
194001,9187890
195001,9664211
196001,10189058
197001,9402705
198001,9798008
199001,10222977
200001,9810639
201001,10245916
202001,10486804
203001,9699162
204001,10170081
205001,9160101
206001,11472752
207001,11606659
208001,10056042
209001,10818935
210001,11597624
211001,9663201
212001,11290277
213001,11702407
214001,11228025
215001,10683452
216001,9739162
217001,10579460
218001,10643969
219001,12858075
220001,12939899
221001,13638552
222001,13852595
223001,13417583
224001,15006803
225001,12695903
226001,12350708
227001,12553750
228001,13133917
229001,13469289
230001,12128108
231001,13948200
232001,12235631
233001,14925894
234001,13406573
235001,13865452
236001,14088525
237001,15232321
238001,13973005
239001,14074957
240001,16026307
241001,12176026
242001,16143472
243001,13255151
244001,13553515
245001,13390605
246001,13061252
247001,12340865
248001,16387352
249001,16555455
250001,16794510
251001,14510977
252001,13154617
253001,13932724
254001,15127205
255001,13958819
256001,13544502
257001,14342126
258001,13929605
259001,14376950
260001,16573533
261001,14097961
262001,13428476
263001,13534507
264001,13453330
265001,16404283
266001,12762917
267001,14149561
268001,13727088
269001,15174762
270001,14481335
271001,13518361
272001,13621350
273001,17665148
274001,13518484
275001,14568546
276001,15292672
277001,13923282
278001,15116273
279001,16070002
280001,15309221
281001,16156206
282001,15069188
283001,14965278
284001,16654866
285001,16025059
286001,16261165
287001,14228441
288001,19322771
289001,14248111
290001,16477116
291001,18656986
292001,14830368
293001,15761798
294001,15283771
295001,14432126
296001,16224726
297001,15644836
298001,15159735
299001,19777312
300001,17141605
301001,20160999
302001,15003039
303001,14671725
304001,16404743
305001,17017252
306001,16783945
307001,17032193
308001,17799723
309001,17776806
310001,17258082
311001,18733238
312001,20022410
313001,21168506
314001,17416613
315001,19879414
316001,19428207
317001,18319154
318001,17075539
319001,18956712
320001,18924705
321001,19272049
322001,19570323
323001,20737135
324001,17582222
325001,18594521
326001,18684515
327001,16550533
328001,16805765
329001,17881227
330001,16883769
331001,22291292
332001,19820346
333001,17772222
334001,19502675
335001,19836400
336001,18057193
337001,18671081
338001,18493641
339001,17173773
340001,18417721
341001,22093591
342001,18164711
343001,23085856
344001,19592256
345001,19243875
346001,19264791
347001,19954450
348001,18274796
349001,19075533
350001,19894405
351001,18628736
352001,18499534
353001,22408269
354001,18923453
355001,17294582
356001,18135085
357001,21523645
358001,17503795
359001,18303249
360001,19436419
361001,17820437
362001,17691314
363001,18655109
364001,18681629
365001,19656417
366001,19512744
367001,19776840
368001,18881218
369001,19485846
370001,21577182
371001,20112559
372001,21274757
373001,20415529
374001,20136161
375001,21982393
376001,22030322
377001,24095165
378001,23473197
379001,25248617
380001,24099274
381001,21386456
382001,21607536
383001,21328715
384001,20450814
385001,20102087
386001,19361745
387001,19173139
388001,18786524
389001,21213101
390001,20126572
391001,20023387
392001,19848630
393001,22178525
394001,20438177
395001,20968647
396001,19774086
397001,19261320
398001,19993714
399001,25436934
400001,20120064
401001,22150374
402001,20252853
403001,21469518
404001,20798814
405001,22420482
406001,20283618
407001,20056776
408001,23366632
409001,21235982
410001,23720002
411001,20102158
412001,21047022
413001,21055454
414001,23755179
415001,23162306
416001,19988445
417001,20782147
418001,23072122
419001,24288775
420001,22216762
421001,23626907
422001,21185305
423001,22847955
424001,24224773
425001,21619033
426001,23244184
427001,22649782
428001,22515210
429001,24374434
430001,24086771
431001,22836960
432001,27774298
433001,24753096
434001,23016689
435001,22952782
436001,20766842
437001,22967391
438001,22673960
439001,21864960
440001,22493534
441001,23134280
442001,22533972
443001,22263674
444001,23127699
445001,23611212
446001,23388642
447001,24776955
448001,22427669
449001,22245613
450001,23937707
451001,23640497
452001,22518458
453001,23592540
454001,23194876
455001,22253861
456001,23691003
457001,23922697
458001,23389681
459001,24326329
460001,24031552
461001,22783480
462001,24103303
463001,24466224
464001,23306658
465001,25665482
466001,23825242
467001,26517867
468001,25565371
469001,24473272
470001,25641270
471001,23820566
472001,25007321
473001,24093524
474001,24275497
475001,24236245
476001,22687140
477001,26189327
478001,23489507
479001,25801170
480001,23518228
481001,26027613
482001,27901658
483001,27513735
484001,25647976
485001,27743151
486001,24314914
487001,24381512
488001,24475835
489001,26604488
490001,27410763
491001,26764232
492001,31212207
493001,26596173
494001,29992780
495001,25796909
496001,24879091
497001,27094036
498001,24669183
499001,27674720
500001,24931980
501001,27254244
502001,25842140
503001,25629818
504001,27637472
505001,26806397
506001,25782100
507001,24447177
508001,26096500
509001,24891639
510001,26780154
511001,28183099
512001,26043085
513001,27337095
514001,28511921
515001,26962084
516001,26485758
517001,30232372
518001,24934134
519001,26348208
520001,27353218
521001,26695711
522001,27046341
523001,26637439
524001,30005357
525001,29713906
526001,26583920
527001,27269767
528001,27265122
529001,27740369
530001,28623351
531001,27952089
532001,27612533
533001,27409743
534001,28062180
